"Wavelength"   "295 K"      "243 K"      "228 K"      "218 K"
  311.7700   8.2975E-20   7.1927E-20   6.9313E-20   6.8509E-20
  311.7800   8.2779E-20   7.1707E-20   6.9083E-20   6.8335E-20
  311.7900   8.2529E-20   7.1524E-20   6.8923E-20   6.8159E-20
  311.8000   8.2319E-20   7.1371E-20   6.8714E-20   6.7893E-20
  311.8100   8.2075E-20   7.1130E-20   6.8491E-20   6.7651E-20
  311.8200   8.1869E-20   7.0924E-20   6.8269E-20   6.7439E-20
  311.8300   8.1654E-20   7.0691E-20   6.8047E-20   6.7220E-20
  311.8400   8.1469E-20   7.0487E-20   6.7805E-20   6.6995E-20
  311.8500   8.1287E-20   7.0257E-20   6.7583E-20   6.6714E-20
  311.8600   8.1081E-20   7.0043E-20   6.7344E-20   6.6495E-20
  311.8700   8.0901E-20   6.9838E-20   6.7084E-20   6.6306E-20
  311.8800   8.0719E-20   6.9623E-20   6.6916E-20   6.6115E-20
  311.8900   8.0491E-20   6.9416E-20   6.6756E-20   6.5866E-20
  311.9000   8.0326E-20   6.9249E-20   6.6571E-20   6.5728E-20
  311.9100   8.0147E-20   6.9073E-20   6.6404E-20   6.5581E-20
  311.9200   7.9990E-20   6.8869E-20   6.6246E-20   6.5475E-20
  311.9300   7.9821E-20   6.8717E-20   6.6078E-20   6.5314E-20
  311.9400   7.9721E-20   6.8533E-20   6.5912E-20   6.5172E-20
  311.9500   7.9586E-20   6.8391E-20   6.5747E-20   6.4972E-20
  311.9600   7.9382E-20   6.8237E-20   6.5650E-20   6.4827E-20
  311.9700   7.9248E-20   6.8114E-20   6.5468E-20   6.4601E-20
  311.9800   7.9095E-20   6.7921E-20   6.5301E-20   6.4492E-20
  311.9900   7.8866E-20   6.7748E-20   6.5144E-20   6.4341E-20
  312.0000   7.8676E-20   6.7563E-20   6.4955E-20   6.4157E-20
  312.0100   7.8448E-20   6.7391E-20   6.4768E-20   6.3952E-20
  312.0200   7.8265E-20   6.7200E-20   6.4576E-20   6.3711E-20
  312.0300   7.8148E-20   6.7029E-20   6.4418E-20   6.3591E-20
  312.0400   7.8008E-20   6.6881E-20   6.4258E-20   6.3451E-20
  312.0500   7.7886E-20   6.6717E-20   6.4110E-20   6.3339E-20
  312.0600   7.7768E-20   6.6583E-20   6.4015E-20   6.3210E-20
  312.0700   7.7654E-20   6.6483E-20   6.3929E-20   6.3113E-20
  312.0800   7.7552E-20   6.6419E-20   6.3849E-20   6.2997E-20
  312.0900   7.7444E-20   6.6320E-20   6.3780E-20   6.2952E-20
  312.1000   7.7329E-20   6.6242E-20   6.3704E-20   6.2851E-20
  312.1100   7.7287E-20   6.6156E-20   6.3620E-20   6.2773E-20
  312.1200   7.7214E-20   6.6080E-20   6.3512E-20   6.2739E-20
  312.1300   7.7144E-20   6.6040E-20   6.3492E-20   6.2682E-20
  312.1400   7.7101E-20   6.5975E-20   6.3377E-20   6.2594E-20
  312.1500   7.7048E-20   6.5878E-20   6.3342E-20   6.2586E-20
  312.1600   7.6946E-20   6.5800E-20   6.3285E-20   6.2516E-20
  312.1700   7.6792E-20   6.5699E-20   6.3195E-20   6.2476E-20
  312.1800   7.6653E-20   6.5594E-20   6.3168E-20   6.2419E-20
  312.1900   7.6548E-20   6.5522E-20   6.3094E-20   6.2293E-20
  312.2000   7.6412E-20   6.5405E-20   6.2978E-20   6.2161E-20
  312.2100   7.6242E-20   6.5313E-20   6.2827E-20   6.2034E-20
  312.2200   7.6086E-20   6.5189E-20   6.2694E-20   6.1866E-20
  312.2300   7.5929E-20   6.5077E-20   6.2514E-20   6.1730E-20
  312.2400   7.5783E-20   6.4907E-20   6.2360E-20   6.1601E-20
  312.2500   7.5674E-20   6.4795E-20   6.2221E-20   6.1474E-20
  312.2600   7.5568E-20   6.4649E-20   6.2093E-20   6.1320E-20
  312.2700   7.5420E-20   6.4531E-20   6.1921E-20   6.1205E-20
  312.2800   7.5289E-20   6.4374E-20   6.1796E-20   6.1076E-20
  312.2900   7.5124E-20   6.4257E-20   6.1675E-20   6.0943E-20
  312.3000   7.5009E-20   6.4089E-20   6.1567E-20   6.0816E-20
  312.3100   7.4890E-20   6.3939E-20   6.1393E-20   6.0705E-20
  312.3200   7.4800E-20   6.3781E-20   6.1290E-20   6.0598E-20
  312.3300   7.4710E-20   6.3671E-20   6.1171E-20   6.0426E-20
  312.3400   7.4575E-20   6.3532E-20   6.1057E-20   6.0283E-20
  312.3500   7.4476E-20   6.3413E-20   6.0920E-20   6.0154E-20
  312.3600   7.4335E-20   6.3261E-20   6.0794E-20   6.0016E-20
  312.3700   7.4163E-20   6.3126E-20   6.0627E-20   5.9896E-20
  312.3800   7.4013E-20   6.2995E-20   6.0511E-20   5.9727E-20
  312.3900   7.3823E-20   6.2858E-20   6.0332E-20   5.9543E-20
  312.4000   7.3623E-20   6.2728E-20   6.0166E-20   5.9385E-20
  312.4100   7.3435E-20   6.2576E-20   6.0000E-20   5.9181E-20
  312.4200   7.3256E-20   6.2405E-20   5.9834E-20   5.9033E-20
  312.4300   7.3098E-20   6.2229E-20   5.9681E-20   5.8890E-20
  312.4400   7.2953E-20   6.2068E-20   5.9520E-20   5.8688E-20
  312.4500   7.2835E-20   6.1870E-20   5.9386E-20   5.8549E-20
  312.4600   7.2723E-20   6.1678E-20   5.9221E-20   5.8364E-20
  312.4700   7.2609E-20   6.1519E-20   5.9066E-20   5.8259E-20
  312.4800   7.2448E-20   6.1398E-20   5.8921E-20   5.8152E-20
  312.4900   7.2339E-20   6.1303E-20   5.8756E-20   5.8037E-20
  312.5000   7.2216E-20   6.1192E-20   5.8638E-20   5.7920E-20
  312.5100   7.2097E-20   6.1109E-20   5.8564E-20   5.7811E-20
  312.5200   7.2002E-20   6.1011E-20   5.8435E-20   5.7640E-20
  312.5300   7.1895E-20   6.0875E-20   5.8311E-20   5.7507E-20
  312.5400   7.1753E-20   6.0768E-20   5.8221E-20   5.7378E-20
  312.5500   7.1646E-20   6.0666E-20   5.8136E-20   5.7287E-20
  312.5600   7.1537E-20   6.0545E-20   5.8058E-20   5.7140E-20
  312.5700   7.1435E-20   6.0450E-20   5.7963E-20   5.7067E-20
  312.5800   7.1339E-20   6.0331E-20   5.7855E-20   5.6969E-20
  312.5900   7.1226E-20   6.0252E-20   5.7795E-20   5.6893E-20
  312.6000   7.1125E-20   6.0177E-20   5.7709E-20   5.6811E-20
  312.6100   7.1033E-20   6.0101E-20   5.7631E-20   5.6758E-20
  312.6200   7.0942E-20   6.0016E-20   5.7556E-20   5.6731E-20
  312.6300   7.0824E-20   5.9947E-20   5.7472E-20   5.6632E-20
  312.6400   7.0719E-20   5.9835E-20   5.7419E-20   5.6527E-20
  312.6500   7.0595E-20   5.9736E-20   5.7352E-20   5.6462E-20
  312.6600   7.0493E-20   5.9656E-20   5.7275E-20   5.6336E-20
  312.6700   7.0354E-20   5.9580E-20   5.7168E-20   5.6236E-20
  312.6800   7.0273E-20   5.9505E-20   5.7066E-20   5.6095E-20
  312.6900   7.0173E-20   5.9390E-20   5.6969E-20   5.5987E-20
  312.7000   7.0073E-20   5.9289E-20   5.6834E-20   5.5892E-20
  312.7100   6.9963E-20   5.9203E-20   5.6703E-20   5.5782E-20
  312.7200   6.9890E-20   5.9086E-20   5.6612E-20   5.5720E-20
  312.7300   6.9833E-20   5.8972E-20   5.6510E-20   5.5599E-20
  312.7400   6.9801E-20   5.8877E-20   5.6419E-20   5.5479E-20
  312.7500   6.9735E-20   5.8790E-20   5.6346E-20   5.5396E-20
  312.7600   6.9667E-20   5.8727E-20   5.6292E-20   5.5345E-20
  312.7700   6.9584E-20   5.8675E-20   5.6250E-20   5.5295E-20
  312.7800   6.9508E-20   5.8621E-20   5.6215E-20   5.5262E-20
  312.7900   6.9433E-20   5.8575E-20   5.6225E-20   5.5253E-20
  312.8000   6.9359E-20   5.8566E-20   5.6217E-20   5.5285E-20
  312.8100   6.9292E-20   5.8562E-20   5.6219E-20   5.5282E-20
  312.8200   6.9254E-20   5.8560E-20   5.6233E-20   5.5269E-20
  312.8300   6.9193E-20   5.8555E-20   5.6237E-20   5.5324E-20
  312.8400   6.9184E-20   5.8545E-20   5.6216E-20   5.5374E-20
  312.8500   6.9143E-20   5.8534E-20   5.6211E-20   5.5396E-20
  312.8600   6.9130E-20   5.8511E-20   5.6207E-20   5.5437E-20
  312.8700   6.9057E-20   5.8492E-20   5.6174E-20   5.5485E-20
  312.8800   6.9001E-20   5.8459E-20   5.6142E-20   5.5511E-20
  312.8900   6.8977E-20   5.8438E-20   5.6150E-20   5.5515E-20
  312.9000   6.8924E-20   5.8413E-20   5.6163E-20   5.5517E-20
  312.9100   6.8848E-20   5.8382E-20   5.6157E-20   5.5462E-20
  312.9200   6.8757E-20   5.8345E-20   5.6137E-20   5.5406E-20
  312.9300   6.8631E-20   5.8293E-20   5.6092E-20   5.5387E-20
  312.9400   6.8490E-20   5.8228E-20   5.6042E-20   5.5330E-20
  312.9500   6.8404E-20   5.8187E-20   5.5998E-20   5.5254E-20
  312.9600   6.8294E-20   5.8146E-20   5.5925E-20   5.5172E-20
  312.9700   6.8223E-20   5.8098E-20   5.5870E-20   5.5132E-20
  312.9800   6.8140E-20   5.8060E-20   5.5807E-20   5.5066E-20
  312.9900   6.8086E-20   5.8008E-20   5.5727E-20   5.5026E-20
  313.0000   6.7997E-20   5.7932E-20   5.5628E-20   5.4948E-20
  313.0100   6.7923E-20   5.7864E-20   5.5540E-20   5.4861E-20
  313.0200   6.7843E-20   5.7784E-20   5.5499E-20   5.4821E-20
  313.0300   6.7788E-20   5.7707E-20   5.5426E-20   5.4753E-20
  313.0400   6.7698E-20   5.7630E-20   5.5370E-20   5.4724E-20
  313.0500   6.7615E-20   5.7554E-20   5.5311E-20   5.4643E-20
  313.0600   6.7561E-20   5.7484E-20   5.5247E-20   5.4617E-20
  313.0700   6.7490E-20   5.7418E-20   5.5189E-20   5.4590E-20
  313.0800   6.7429E-20   5.7338E-20   5.5131E-20   5.4506E-20
  313.0900   6.7338E-20   5.7278E-20   5.5055E-20   5.4411E-20
  313.1000   6.7287E-20   5.7232E-20   5.4994E-20   5.4344E-20
  313.1100   6.7260E-20   5.7182E-20   5.4910E-20   5.4268E-20
  313.1200   6.7219E-20   5.7128E-20   5.4846E-20   5.4221E-20
  313.1300   6.7185E-20   5.7062E-20   5.4796E-20   5.4204E-20
  313.1400   6.7151E-20   5.7001E-20   5.4765E-20   5.4210E-20
  313.1500   6.7129E-20   5.6961E-20   5.4785E-20   5.4191E-20
  313.1600   6.7115E-20   5.6965E-20   5.4818E-20   5.4191E-20
  313.1700   6.7129E-20   5.7009E-20   5.4866E-20   5.4199E-20
  313.1800   6.7209E-20   5.7049E-20   5.4937E-20   5.4272E-20
  313.1900   6.7269E-20   5.7086E-20   5.5021E-20   5.4412E-20
  313.2000   6.7331E-20   5.7186E-20   5.5151E-20   5.4541E-20
  313.2100   6.7418E-20   5.7313E-20   5.5303E-20   5.4741E-20
  313.2200   6.7499E-20   5.7460E-20   5.5488E-20   5.4971E-20
  313.2300   6.7631E-20   5.7619E-20   5.5724E-20   5.5202E-20
  313.2400   6.7749E-20   5.7825E-20   5.5959E-20   5.5471E-20
  313.2500   6.7881E-20   5.8040E-20   5.6227E-20   5.5723E-20
  313.2600   6.8043E-20   5.8272E-20   5.6499E-20   5.6019E-20
  313.2700   6.8161E-20   5.8545E-20   5.6802E-20   5.6315E-20
  313.2800   6.8297E-20   5.8800E-20   5.7081E-20   5.6581E-20
  313.2900   6.8432E-20   5.9046E-20   5.7355E-20   5.6854E-20
  313.3000   6.8581E-20   5.9290E-20   5.7607E-20   5.7108E-20
  313.3100   6.8708E-20   5.9522E-20   5.7835E-20   5.7374E-20
  313.3200   6.8837E-20   5.9747E-20   5.8067E-20   5.7598E-20
  313.3300   6.8967E-20   5.9935E-20   5.8274E-20   5.7811E-20
  313.3400   6.9055E-20   6.0122E-20   5.8449E-20   5.8008E-20
  313.3500   6.9112E-20   6.0271E-20   5.8587E-20   5.8195E-20
  313.3600   6.9192E-20   6.0400E-20   5.8743E-20   5.8368E-20
  313.3700   6.9272E-20   6.0525E-20   5.8887E-20   5.8516E-20
  313.3800   6.9356E-20   6.0669E-20   5.9013E-20   5.8616E-20
  313.3900   6.9415E-20   6.0779E-20   5.9127E-20   5.8770E-20
  313.4000   6.9480E-20   6.0877E-20   5.9273E-20   5.8879E-20
  313.4100   6.9519E-20   6.0952E-20   5.9408E-20   5.9000E-20
  313.4200   6.9528E-20   6.1048E-20   5.9520E-20   5.9126E-20
  313.4300   6.9604E-20   6.1137E-20   5.9639E-20   5.9257E-20
  313.4400   6.9660E-20   6.1223E-20   5.9750E-20   5.9338E-20
  313.4500   6.9697E-20   6.1329E-20   5.9834E-20   5.9423E-20
  313.4600   6.9705E-20   6.1400E-20   5.9885E-20   5.9472E-20
  313.4700   6.9709E-20   6.1447E-20   5.9909E-20   5.9520E-20
  313.4800   6.9735E-20   6.1470E-20   5.9945E-20   5.9488E-20
  313.4900   6.9701E-20   6.1464E-20   5.9916E-20   5.9438E-20
  313.5000   6.9684E-20   6.1446E-20   5.9894E-20   5.9400E-20
  313.5100   6.9637E-20   6.1406E-20   5.9849E-20   5.9339E-20
  313.5200   6.9544E-20   6.1352E-20   5.9772E-20   5.9263E-20
  313.5300   6.9468E-20   6.1291E-20   5.9688E-20   5.9202E-20
  313.5400   6.9369E-20   6.1201E-20   5.9579E-20   5.9087E-20
  313.5500   6.9298E-20   6.1111E-20   5.9450E-20   5.8966E-20
  313.5600   6.9206E-20   6.1006E-20   5.9305E-20   5.8823E-20
  313.5700   6.9108E-20   6.0881E-20   5.9134E-20   5.8682E-20
  313.5800   6.9040E-20   6.0754E-20   5.8988E-20   5.8549E-20
  313.5900   6.8940E-20   6.0649E-20   5.8861E-20   5.8397E-20
  313.6000   6.8866E-20   6.0528E-20   5.8736E-20   5.8239E-20
  313.6100   6.8750E-20   6.0413E-20   5.8636E-20   5.8119E-20
  313.6200   6.8683E-20   6.0293E-20   5.8530E-20   5.7990E-20
  313.6300   6.8559E-20   6.0191E-20   5.8432E-20   5.7868E-20
  313.6400   6.8468E-20   6.0087E-20   5.8332E-20   5.7744E-20
  313.6500   6.8410E-20   5.9944E-20   5.8205E-20   5.7656E-20
  313.6600   6.8279E-20   5.9828E-20   5.8082E-20   5.7539E-20
  313.6700   6.8175E-20   5.9709E-20   5.7934E-20   5.7392E-20
  313.6800   6.8069E-20   5.9563E-20   5.7753E-20   5.7226E-20
  313.6900   6.7939E-20   5.9432E-20   5.7591E-20   5.7031E-20
  313.7000   6.7776E-20   5.9259E-20   5.7400E-20   5.6828E-20
  313.7100   6.7596E-20   5.9067E-20   5.7199E-20   5.6589E-20
  313.7200   6.7444E-20   5.8828E-20   5.6976E-20   5.6347E-20
  313.7300   6.7215E-20   5.8593E-20   5.6720E-20   5.6081E-20
  313.7400   6.7006E-20   5.8347E-20   5.6441E-20   5.5786E-20
  313.7500   6.6814E-20   5.8106E-20   5.6155E-20   5.5514E-20
  313.7600   6.6580E-20   5.7846E-20   5.5879E-20   5.5246E-20
  313.7700   6.6360E-20   5.7600E-20   5.5644E-20   5.4967E-20
  313.7800   6.6170E-20   5.7389E-20   5.5417E-20   5.4727E-20
  313.7900   6.6014E-20   5.7192E-20   5.5222E-20   5.4495E-20
  313.8000   6.5859E-20   5.6998E-20   5.5045E-20   5.4306E-20
  313.8100   6.5736E-20   5.6820E-20   5.4880E-20   5.4133E-20
  313.8200   6.5596E-20   5.6665E-20   5.4714E-20   5.3994E-20
  313.8300   6.5457E-20   5.6541E-20   5.4587E-20   5.3871E-20
  313.8400   6.5285E-20   5.6416E-20   5.4442E-20   5.3740E-20
  313.8500   6.5163E-20   5.6286E-20   5.4302E-20   5.3603E-20
  313.8600   6.5039E-20   5.6160E-20   5.4157E-20   5.3495E-20
  313.8700   6.4942E-20   5.6017E-20   5.4022E-20   5.3340E-20
  313.8800   6.4808E-20   5.5882E-20   5.3869E-20   5.3156E-20
  313.8900   6.4680E-20   5.5727E-20   5.3696E-20   5.2973E-20
  313.9000   6.4549E-20   5.5577E-20   5.3523E-20   5.2802E-20
  313.9100   6.4418E-20   5.5397E-20   5.3347E-20   5.2588E-20
  313.9200   6.4287E-20   5.5227E-20   5.3165E-20   5.2386E-20
  313.9300   6.4131E-20   5.5049E-20   5.2984E-20   5.2187E-20
  313.9400   6.3964E-20   5.4858E-20   5.2790E-20   5.1995E-20
  313.9500   6.3793E-20   5.4661E-20   5.2601E-20   5.1776E-20
  313.9600   6.3612E-20   5.4465E-20   5.2387E-20   5.1576E-20
  313.9700   6.3435E-20   5.4262E-20   5.2176E-20   5.1372E-20
  313.9800   6.3268E-20   5.4058E-20   5.1972E-20   5.1166E-20
  313.9900   6.3086E-20   5.3856E-20   5.1756E-20   5.0950E-20
  314.0000   6.2908E-20   5.3660E-20   5.1546E-20   5.0726E-20
  314.0100   6.2714E-20   5.3459E-20   5.1331E-20   5.0481E-20
  314.0200   6.2527E-20   5.3243E-20   5.1126E-20   5.0250E-20
  314.0300   6.2310E-20   5.3037E-20   5.0913E-20   5.0021E-20
  314.0400   6.2093E-20   5.2822E-20   5.0701E-20   4.9794E-20
  314.0500   6.1913E-20   5.2619E-20   5.0497E-20   4.9575E-20
  314.0600   6.1732E-20   5.2424E-20   5.0290E-20   4.9366E-20
  314.0700   6.1561E-20   5.2242E-20   5.0081E-20   4.9186E-20
  314.0800   6.1402E-20   5.2051E-20   4.9893E-20   4.9001E-20
  314.0900   6.1251E-20   5.1856E-20   4.9694E-20   4.8790E-20
  314.1000   6.1043E-20   5.1659E-20   4.9508E-20   4.8605E-20
  314.1100   6.0876E-20   5.1465E-20   4.9328E-20   4.8414E-20
  314.1200   6.0712E-20   5.1279E-20   4.9141E-20   4.8213E-20
  314.1300   6.0526E-20   5.1091E-20   4.8949E-20   4.8018E-20
  314.1400   6.0340E-20   5.0900E-20   4.8759E-20   4.7824E-20
  314.1500   6.0142E-20   5.0713E-20   4.8562E-20   4.7634E-20
  314.1600   5.9978E-20   5.0515E-20   4.8381E-20   4.7440E-20
  314.1700   5.9782E-20   5.0312E-20   4.8172E-20   4.7224E-20
  314.1800   5.9607E-20   5.0115E-20   4.7980E-20   4.7021E-20
  314.1900   5.9429E-20   4.9907E-20   4.7764E-20   4.6805E-20
  314.2000   5.9262E-20   4.9696E-20   4.7536E-20   4.6578E-20
  314.2100   5.9064E-20   4.9499E-20   4.7310E-20   4.6352E-20
  314.2200   5.8856E-20   4.9295E-20   4.7089E-20   4.6124E-20
  314.2300   5.8655E-20   4.9067E-20   4.6867E-20   4.5901E-20
  314.2400   5.8484E-20   4.8842E-20   4.6657E-20   4.5679E-20
  314.2500   5.8292E-20   4.8630E-20   4.6423E-20   4.5442E-20
  314.2600   5.8086E-20   4.8411E-20   4.6215E-20   4.5219E-20
  314.2700   5.7842E-20   4.8209E-20   4.5980E-20   4.4989E-20
  314.2800   5.7664E-20   4.7997E-20   4.5753E-20   4.4760E-20
  314.2900   5.7448E-20   4.7789E-20   4.5544E-20   4.4547E-20
  314.3000   5.7243E-20   4.7588E-20   4.5342E-20   4.4321E-20
  314.3100   5.7040E-20   4.7366E-20   4.5142E-20   4.4104E-20
  314.3200   5.6852E-20   4.7148E-20   4.4930E-20   4.3892E-20
  314.3300   5.6648E-20   4.6947E-20   4.4719E-20   4.3677E-20
  314.3400   5.6481E-20   4.6742E-20   4.4504E-20   4.3473E-20
  314.3500   5.6319E-20   4.6544E-20   4.4289E-20   4.3267E-20
  314.3600   5.6133E-20   4.6334E-20   4.4073E-20   4.3058E-20
  314.3700   5.5918E-20   4.6116E-20   4.3863E-20   4.2854E-20
  314.3800   5.5754E-20   4.5901E-20   4.3663E-20   4.2630E-20
  314.3900   5.5563E-20   4.5684E-20   4.3450E-20   4.2416E-20
  314.4000   5.5363E-20   4.5474E-20   4.3234E-20   4.2211E-20
  314.4100   5.5164E-20   4.5282E-20   4.3040E-20   4.1991E-20
  314.4200   5.4994E-20   4.5091E-20   4.2838E-20   4.1788E-20
  314.4300   5.4786E-20   4.4894E-20   4.2643E-20   4.1582E-20
  314.4400   5.4594E-20   4.4693E-20   4.2434E-20   4.1377E-20
  314.4500   5.4416E-20   4.4489E-20   4.2229E-20   4.1186E-20
  314.4600   5.4242E-20   4.4290E-20   4.2038E-20   4.0990E-20
  314.4700   5.4099E-20   4.4113E-20   4.1853E-20   4.0825E-20
  314.4800   5.3950E-20   4.3942E-20   4.1697E-20   4.0675E-20
  314.4900   5.3809E-20   4.3797E-20   4.1573E-20   4.0526E-20
  314.5000   5.3643E-20   4.3675E-20   4.1460E-20   4.0410E-20
  314.5100   5.3510E-20   4.3572E-20   4.1356E-20   4.0308E-20
  314.5200   5.3396E-20   4.3456E-20   4.1257E-20   4.0216E-20
  314.5300   5.3302E-20   4.3349E-20   4.1167E-20   4.0144E-20
  314.5400   5.3201E-20   4.3250E-20   4.1080E-20   4.0053E-20
  314.5500   5.3099E-20   4.3159E-20   4.0983E-20   3.9974E-20
  314.5600   5.3002E-20   4.3070E-20   4.0899E-20   3.9888E-20
  314.5700   5.2900E-20   4.2977E-20   4.0815E-20   3.9789E-20
  314.5800   5.2801E-20   4.2898E-20   4.0752E-20   3.9729E-20
  314.5900   5.2733E-20   4.2822E-20   4.0684E-20   3.9659E-20
  314.6000   5.2672E-20   4.2750E-20   4.0637E-20   3.9621E-20
  314.6100   5.2609E-20   4.2696E-20   4.0614E-20   3.9595E-20
  314.6200   5.2544E-20   4.2645E-20   4.0619E-20   3.9584E-20
  314.6300   5.2511E-20   4.2620E-20   4.0623E-20   3.9581E-20
  314.6400   5.2478E-20   4.2628E-20   4.0631E-20   3.9591E-20
  314.6500   5.2449E-20   4.2639E-20   4.0657E-20   3.9609E-20
  314.6600   5.2421E-20   4.2662E-20   4.0713E-20   3.9680E-20
  314.6700   5.2438E-20   4.2702E-20   4.0755E-20   3.9737E-20
  314.6800   5.2428E-20   4.2753E-20   4.0807E-20   3.9826E-20
  314.6900   5.2416E-20   4.2809E-20   4.0874E-20   3.9905E-20
  314.7000   5.2407E-20   4.2869E-20   4.0951E-20   3.9993E-20
  314.7100   5.2376E-20   4.2916E-20   4.1016E-20   4.0059E-20
  314.7200   5.2345E-20   4.2940E-20   4.1068E-20   4.0122E-20
  314.7300   5.2348E-20   4.2960E-20   4.1133E-20   4.0174E-20
  314.7400   5.2335E-20   4.2980E-20   4.1192E-20   4.0234E-20
  314.7500   5.2300E-20   4.3006E-20   4.1237E-20   4.0297E-20
  314.7600   5.2260E-20   4.3040E-20   4.1275E-20   4.0369E-20
  314.7700   5.2218E-20   4.3083E-20   4.1329E-20   4.0431E-20
  314.7800   5.2211E-20   4.3148E-20   4.1363E-20   4.0503E-20
  314.7900   5.2220E-20   4.3192E-20   4.1409E-20   4.0572E-20
  314.8000   5.2234E-20   4.3220E-20   4.1462E-20   4.0610E-20
  314.8100   5.2216E-20   4.3240E-20   4.1493E-20   4.0652E-20
  314.8200   5.2202E-20   4.3250E-20   4.1514E-20   4.0674E-20
  314.8300   5.2171E-20   4.3238E-20   4.1528E-20   4.0706E-20
  314.8400   5.2160E-20   4.3229E-20   4.1550E-20   4.0723E-20
  314.8500   5.2118E-20   4.3209E-20   4.1560E-20   4.0725E-20
  314.8600   5.2087E-20   4.3204E-20   4.1539E-20   4.0725E-20
  314.8700   5.2071E-20   4.3188E-20   4.1516E-20   4.0719E-20
  314.8800   5.2028E-20   4.3168E-20   4.1484E-20   4.0686E-20
  314.8900   5.1947E-20   4.3134E-20   4.1426E-20   4.0653E-20
  314.9000   5.1848E-20   4.3077E-20   4.1351E-20   4.0609E-20
  314.9100   5.1769E-20   4.2987E-20   4.1261E-20   4.0559E-20
  314.9200   5.1699E-20   4.2900E-20   4.1184E-20   4.0484E-20
  314.9300   5.1599E-20   4.2809E-20   4.1084E-20   4.0401E-20
  314.9400   5.1492E-20   4.2722E-20   4.0991E-20   4.0305E-20
  314.9500   5.1381E-20   4.2622E-20   4.0892E-20   4.0196E-20
  314.9600   5.1283E-20   4.2544E-20   4.0797E-20   4.0086E-20
  314.9700   5.1185E-20   4.2450E-20   4.0723E-20   3.9975E-20
  314.9800   5.1095E-20   4.2356E-20   4.0635E-20   3.9892E-20
  314.9900   5.1016E-20   4.2254E-20   4.0553E-20   3.9814E-20
  315.0000   5.0962E-20   4.2181E-20   4.0487E-20   3.9733E-20
  315.0100   5.0894E-20   4.2116E-20   4.0411E-20   3.9676E-20
  315.0200   5.0819E-20   4.2041E-20   4.0362E-20   3.9610E-20
  315.0300   5.0748E-20   4.1977E-20   4.0298E-20   3.9543E-20
  315.0400   5.0672E-20   4.1907E-20   4.0229E-20   3.9472E-20
  315.0500   5.0607E-20   4.1824E-20   4.0170E-20   3.9406E-20
  315.0600   5.0537E-20   4.1760E-20   4.0104E-20   3.9358E-20
  315.0700   5.0456E-20   4.1688E-20   4.0042E-20   3.9291E-20
  315.0800   5.0421E-20   4.1647E-20   4.0000E-20   3.9227E-20
  315.0900   5.0366E-20   4.1615E-20   3.9968E-20   3.9188E-20
  315.1000   5.0302E-20   4.1594E-20   3.9960E-20   3.9155E-20
  315.1100   5.0251E-20   4.1584E-20   3.9940E-20   3.9130E-20
  315.1200   5.0234E-20   4.1562E-20   3.9934E-20   3.9110E-20
  315.1300   5.0208E-20   4.1544E-20   3.9933E-20   3.9118E-20
